Date,Close,High,Low,Open,Volume
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2020-01-01,655.7058715820312,658.5090059680846,651.8794111938923,654.0596207926245,2112415
2020-01-02,653.7926635742188,659.2208917214969,650.4111417293349,657.5301579559466,5658200
2020-01-03,663.8482666015625,665.6280206675184,653.0807762280426,653.0807762280426,7882938
2020-01-06,657.485595703125,670.7892676345124,655.394406491428,663.9372039136651,6519403
2020-01-07,647.7415161132812,660.8226650890987,645.2498169619028,656.7292524497493,7899363
2020-01-08,639.1097412109375,648.7204029849947,630.2999362350089,645.1164116089467,8639443
2020-01-09,647.429931640625,650.9449562795995,635.6390626444463,642.2241734697094,13521186
2020-01-10,656.8627319335938,661.0896477006985,650.0551511305333,658.9094381791197,9341405
2020-01-13,688.3643798828125,691.8794050865234,671.8571714988105,676.3065567405246,36952038
2020-01-14,690.233154296875,691.3899835970043,682.7136823753569,685.1608442583857,11414418
2020-01-15,683.025146484375,688.6313612633178,678.2198428083328,688.6313612633178,6047430
2020-01-16,682.5357055664062,687.4300294003244,676.5290354065976,685.8282615537992,5740586
2020-01-17,683.2920532226562,687.7859756584954,678.3087635986745,685.8282353370086,3762957
2020-01-20,683.8259887695312,689.1207677610471,678.9316652891653,686.6290687200174,3887680
2020-01-21,678.5313110351562,685.6503280689677,676.97402605901,683.8260908168115,4448374
2020-01-22,685.3832397460938,692.324269113525,681.645745682468,683.8259550790647,9733935
2020-01-23,697.9749755859375,698.9983558209262,691.1674493937724,691.5233675914096,12528017
2020-01-24,696.5512084960938,699.888247182597,688.4088123755138,690.3220696146212,7540490
2020-01-27,692.4132690429688,698.3754557804825,689.1207676079338,693.2586630521458,3741610
2020-01-28,692.32421875,695.7057400610881,686.9849574228791,694.9938494135604,5121009
2020-01-29,702.7359619140625,705.4945592188866,697.8861208205468,699.9773102954501,6832757
2020-01-30,694.7269287109375,702.7358210647657,692.3242501420336,702.7358210647657,3859680
2020-01-31,690.5001220703125,698.5090156857104,686.6291242345986,694.5935348593349,6092028
2020-02-03,682.8916015625,703.8481931302381,680.3109366502183,695.8837834669336,6416745
2020-02-04,701.0895385742188,702.9138297863824,685.2942225936131,685.2942225936131,5771311
2020-02-05,698.153076171875,699.4434088448427,689.1208560886785,694.9940232923946,6310409
2020-02-06,686.4066772460938,700.1552892615205,685.2053648903076,697.9750795104756,7341622
2020-02-07,691.7013549804688,693.0806534153547,686.0951409560354,690.5000428015829,2853344
2020-02-10,688.052978515625,692.324377695203,684.982891684939,688.7648693265901,3827682
2020-02-11,688.3643798828125,693.303186638358,684.4934364480353,693.2142206590377,4312817
2020-02-12,695.0384521484375,696.9961925017835,689.7436728906782,690.3665976822589,2948825
2020-02-13,705.0050048828125,706.5622895259743,696.0617525091247,698.5533970754279,4387430
2020-02-14,699.8438110351562,711.1897433286244,698.1975059180295,707.0073103655303,5321680
2020-02-17,702.513427734375,706.0729358317674,697.0406623091208,703.2698014795576,2929629
2020-02-18,709.8104858398438,711.0562811833208,697.3522065223478,698.5535188738771,5083346
2020-02-19,712.3019409179688,716.217366499788,708.4754812963241,711.9014854696375,3985192
2020-02-20,709.2319946289062,717.3298538960189,706.4288602520991,714.7937260798858,4564569
2020-02-24,708.2086181640625,722.2241814966765,704.9161165782216,711.9905955712758,6627536
2020-02-25,710.4778442382812,717.2408879575286,707.8082131416651,711.011748732091,6996695
2020-02-26,696.5512084960938,713.1919189422124,694.5489852841919,706.517841569206,8760569
2020-02-27,692.1907958984375,694.7714608985009,687.163023486288,692.3242991726337,5223386
2020-02-28,651.1229858398438,673.4588759250807,642.5356514062154,667.4077234287494,14123957
2020-03-02,659.4432983398438,681.5567729815276,652.9472075128632,655.8393075802115,9821523
2020-03-03,664.7381591796875,675.4166838251443,659.621366120406,671.857175609992,7826587
2020-03-04,675.1942138671875,677.6413757625876,663.4478259065104,670.8783318862687,11013444
2020-03-05,671.5010986328125,688.3642770423346,668.9649711494426,679.6434941342026,7755293
2020-03-06,657.5745849609375,662.0684527086369,648.8092643899013,659.3988218509407,9216022
2020-03-09,626.8738403320312,645.9171748395722,620.244246064426,644.7158626595074,10308654
