Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2020-05-15,1765.2637939453125,1788.1117850667918,1739.4315071085034,1786.8061628062874,3173682
2020-05-18,1814.4102783203125,1821.264653020082,1745.8663036441305,1778.4130572446152,3727694
2020-05-19,1817.2550048828125,1833.8547049736017,1774.6831041822636,1774.6831041822636,3198693
2020-05-20,1821.8709716796875,1830.54392889043,1801.447640773835,1818.5137383152633,2778505
2020-05-21,1856.9359130859375,1863.2774434140454,1810.260788174848,1814.7837361780441,3400908
2020-05-22,1884.1201171875,1894.984593951183,1829.0051844915145,1843.7864145849464,3663418
2020-05-26,1811.9857177734375,1887.5239798113419,1795.1994373205698,1879.130839584908,4575317
2020-05-27,1870.084716796875,1874.4677550665601,1810.3534972751045,1826.9066329230802,3482160
2020-05-28,1869.15234375,1878.1982380899076,1838.3774967505128,1854.4176744993947,3475681
2020-05-29,1839.356689453125,1867.6136409032404,1830.077652023531,1848.3560238405826,7237735
2020-06-01,1907.3411865234375,1921.0966112887331,1847.5167231661828,1855.8166293517374,3747773
2020-06-02,1909.113037109375,1940.6805475146975,1902.49180476557,1921.2830222152752,2443886
2020-06-03,1913.7894287109375,1930.2509035881685,1889.3309874006545,1919.1207777242635,3699799
2020-06-04,1956.252685546875,1964.1560296155394,1914.3506445788596,1914.3506445788596,4048593
2020-06-05,1915.753662109375,1962.285454952017,1908.3179740482935,1956.2995468098559,3573289
2020-06-08,1937.7340087890625,1959.4800281950459,1928.7083329338784,1943.8135410961117,2957841
2020-06-09,1938.0142822265625,1959.9473143530365,1926.9775492225451,1929.6432811466736,2909439
2020-06-10,1972.3404541015625,1994.0864721491553,1939.3706848035993,1942.6910902180612,5168397
2020-06-11,1933.8990478515625,1968.8330655557727,1928.4276060319805,1964.15650245469,2269513
2020-06-12,1907.56982421875,1916.6423097063027,1880.91341824168,1881.1004350702094,2842642
2020-06-15,1898.590576171875,1925.8081429238339,1871.5132149343588,1907.1954041861045,2399022
2020-06-16,1913.4625244140625,1939.7914822374507,1899.6198525418347,1931.4204803047212,2146528
2020-06-17,1915.3330078125,1925.6682567400305,1895.4576169317804,1913.6493996212828,2703527
2020-06-18,1906.26025390625,1925.9953234806958,1894.1947006411908,1912.7139325525727,1944389
2020-06-19,1912.3397216796875,1954.8029277292515,1900.5548082037508,1909.9079322598716,5681758
2020-06-22,1896.7669677734375,1919.4951075413023,1888.5362861516355,1917.3906543840515,3196138
2020-06-23,1903.6414794921875,1911.7786521561757,1879.9780287837148,1895.8783404699452,4205944
2020-06-24,1910.0953369140625,1930.7190253149756,1900.1810462362648,1902.425819300308,2560937
2020-06-25,1885.6832275390625,1926.743463007839,1879.2763607031554,1903.3606539907535,3043931
2020-06-26,1981.787109375,1994.08637820162,1889.2845601692604,1894.007934267486,6300722
2020-06-29,1965.699462890625,1989.9710054205211,1956.019115334178,1971.6387887213798,3076341
2020-06-30,1947.4609375,1975.2864859033157,1940.8203553939336,1964.1563578811058,3071725
2020-07-01,1956.72021484375,1977.2034636279382,1944.9819993775263,1945.169016174858,2503466
2020-07-02,2017.6090087890625,2024.951302309747,1962.285372861824,1966.0266223811032,3758699
2020-07-03,2057.3603515625,2062.3643655118235,2020.5091249872637,2023.6890966153683,4185208
2020-07-06,2116.799072265625,2123.0656199551063,2062.3639338313305,2062.3639338313305,5190366
2020-07-07,2123.06591796875,2153.7442160306164,2087.7578683404085,2127.836103429843,5630055
2020-07-08,2075.36474609375,2127.2745881224682,2064.7958978724255,2123.1593045980385,2793358
2020-07-09,2061.756103515625,2099.308807281146,2049.316402182521,2084.8114642146024,3443998
2020-07-10,2078.591796875,2104.3128902681365,2035.239971762367,2062.597862007794,9610320
2020-07-13,2076.393310546875,2099.72930681343,2067.0401875263933,2076.393310546875,2963503
2020-07-14,2031.452392578125,2094.165155384139,2024.9520149203483,2067.0410868240047,2976738
2020-07-15,2089.394287109375,2113.8060321829794,2040.0099748764012,2043.6576019114204,5569321
2020-07-16,2094.87841796875,2186.9790129191606,2081.1454437008133,2103.549466348305,8582118
2020-07-17,2063.006103515625,2103.4552739808114,2052.975857201915,2096.987233245236,4509135
2020-07-20,2069.708984375,2087.519787600899,2053.6793987877113,2063.240942115924,2952646
2020-07-21,2085.785400390625,2098.534046617833,2063.381150818548,2090.4255368641307,2665286
2020-07-22,2053.819580078125,2091.3629180362977,2047.492058923152,2091.3629180362977,2861534
2020-07-23,2035.3056640625,2053.819521730716,2027.6189436127572,2053.819521730716,2265766
2020-07-24,2022.369384765625,2027.6189752747346,1992.0912077512733,2019.6509857741173,3665100
2020-07-27,2068.677490234375,2076.364210387969,2028.08757073335,2029.4936864514457,4248480
2020-07-28,2165.184326171875,2174.7927856775623,2076.3646639119834,2076.3646639119834,8092319
2020-07-29,2133.593505859375,2195.415691010577,2105.47118701637,2148.545159605569,6090431
2020-07-30,2136.827392578125,2210.4141222633116,2130.0311659511494,2142.8267286772475,7098496
2020-07-31,2138.60791015625,2188.665760845936,2116.1569777390932,2158.996585547229,4723290
2020-08-03,2113.064208984375,2159.653703225722,2091.081974141786,2147.092262701363,4012337
2020-08-04,2108.892822265625,2127.5941201026994,2085.7857398766137,2118.5012820146517,2927928
2020-08-05,2118.078857421875,2156.0439796726323,2111.9856896532347,2118.547562634847,3800641
2020-08-06,2163.637451171875,2174.323840239527,2123.563148878174,2132.6090694308787,4748047
2020-08-07,2151.68505859375,2182.2914166867163,2143.857590190086,2163.5432086395795,3165491
2020-08-10,2139.920654296875,2179.4793301298164,2133.5931336610142,2172.9174568778126,2929353
2020-08-11,2137.2021484375,2167.2931176092015,2133.1714662981044,2140.1082125872867,2774423
2020-08-12,2116.0634765625,2152.66916991592,2105.939398381621,2145.123199217637,3415751
2020-08-13,2113.34521484375,2156.044312101056,2109.6424888623596,2130.734226698131,2695682
2020-08-14,2101.815185546875,2138.514949604233,2093.3318023000465,2134.4840380598716,2270405
2020-08-17,2112.36083984375,2127.9219465031465,2098.159161568576,2121.360072659304,2625630
2020-08-18,2127.688232421875,2145.7333909081053,2107.5808158806603,2121.1732729222363,3493374
2020-08-19,2115.360595703125,2141.6080893291355,2111.517121163895,2133.874452814329,2843005
2020-08-20,2111.84521484375,2134.061796642257,2099.8463153627927,2115.735376650714,2895164
2020-08-21,2107.860595703125,2128.8584919262917,2100.78310316142,2118.5469800763626,1975294
2020-08-24,2107.392578125,2118.5007549258157,2090.4253570017568,2109.7361043099795,2167966
2020-08-25,2102.283935546875,2109.173995476107,2093.7536358145203,2104.486942152827,1663419
2020-08-26,2112.454833984375,2118.454170413522,2077.7237247115418,2101.674611845116,2618149
2020-08-27,2107.673583984375,2144.185904441965,2101.439895977456,2124.172099602951,3579393
2020-08-28,2098.4404296875,2137.249134861958,2095.206409066295,2126.421997251838,2941136
2020-08-31,2115.97021484375,2133.7341011002263,2088.5509530055933,2099.799880939196,6018154
2020-09-01,2105.752685546875,2135.4216436167612,2101.0187155868666,2126.984947044087,3610908
2020-09-02,2123.3759765625,2126.7507469777606,2101.3468228197003,2106.3620621307014,2084137
2020-09-03,2155.575927734375,2178.542490130327,2126.0474903681506,2126.0474903681506,4654146
2020-09-04,2145.545166015625,2178.7763219705757,2121.3130134098105,2132.608855537511,5231303
2020-09-07,2181.401611328125,2196.8219715436985,2140.436809582974,2145.733088484543,4620401
2020-09-08,2201.22705078125,2240.8326400962037,2181.4009124078075,2189.7437734059085,7453998
2020-09-09,2181.9638671875,2211.3517834071426,2174.792767064252,2179.4798204415456,3866535
2020-09-10,2185.24462890625,2201.508794362191,2178.823503611491,2188.853751260684,2308813
2020-09-11,2225.50634765625,2233.8492095175043,2184.3069733142574,2185.056947482232,4145424
2020-09-14,2335.46435546875,2348.9162872690763,2232.771221477883,2234.8803950372385,7512131
2020-09-15,2335.46435546875,2379.147774953174,2310.3419379386296,2335.46435546875,7318770
2020-09-16,2346.3388671875,2350.6510477403235,2322.247459149389,2333.16820172553,3074003
2020-09-17,2306.920654296875,2339.5425901366966,2297.2185915496125,2324.7783726491066,4828176
2020-09-18,2296.56201171875,2343.901244428154,2283.9069693112856,2329.4652135221563,4183256
2020-09-21,2310.9990234375,2348.1203559286014,2298.6719333950946,2310.717754409371,4598809
2020-09-22,2365.03955078125,2395.083600227327,2304.154790355683,2329.464871453976,7499613
2020-09-23,2313.013671875,2362.134123201297,2258.2220696717764,2352.9005375160477,7502280
2020-09-24,2186.275390625,2296.655464479044,2158.481263996819,2296.655464479044,8424708
2020-09-25,2270.689697265625,2287.2818187856346,2204.8835202184655,2219.788256919829,8228267
2020-09-28,2274.439453125,2291.0315754732405,2217.9135464687756,2287.281932960191,4347166
2020-09-29,2332.652099609375,2353.8845838670195,2274.4390472972364,2282.453952510785,6995811
2020-09-30,2336.30859375,2348.213663156474,2306.030184177615,2333.2150928528795,3917166
2020-10-01,2365.509033203125,2381.023226375334,2336.3087808488763,2352.900904803972,2610337
2020-10-05,2536.4453125,2557.349611893119,2440.126386061866,2456.0154478628765,17412105
2020-10-06,2544.41357421875,2564.755337962018,2484.2318609640106,2564.755337962018,9846367
2020-10-07,2564.7080078125,2596.626878571994,2533.820380065018,2570.379386658631,9656101
2020-10-08,2648.841064453125,2704.429558339346,2624.749658006991,2624.749658006991,19839329
2020-10-09,2636.888671875,2652.7310457498397,2606.0010434094615,2634.1233568275493,7739245
2020-10-12,2652.8720703125,2675.369925325751,2625.4528095151004,2639.2796162419945,4623203
2020-10-13,2649.63818359375,2676.213638857821,2636.186248891917,2666.9333647389444,4209878
2020-10-14,2644.97802734375,2675.4795317602648,2624.2199505267326,2675.4795317602648,4395936
2020-10-15,2580.02099609375,2662.064552191805,2567.217764592716,2646.2959795636684,6629355
2020-10-16,2601.390625,2609.251237409746,2571.265593867278,2588.964095624902,5273773
2020-10-19,2552.673095703125,2611.46393758831,2548.013175379342,2611.46393758831,3331194
2020-10-20,2578.5146484375,2598.1899694832364,2558.6979783923575,2565.3349459628284,3406273
2020-10-21,2518.641357421875,2587.9290365104953,2507.015113511458,2578.5149621688784,4570143
2020-10-22,2514.64013671875,2529.231950560774,2483.5268078467984,2505.0849441048967,5262294
2020-10-23,2529.372802734375,2543.682145595151,2513.6513491340015,2530.3142098941066,3499091
2020-10-26,2530.69091796875,2551.1665256116357,2514.0280556472076,2532.3383806526604,2672752
2020-10-27,2476.042236328125,2558.8860759901568,2470.3469062199674,2541.5642741769448,3537502
2020-10-28,2468.557861328125,2500.3303536518283,2453.307110979895,2494.7290268982047,3569445
2020-10-29,2478.39599609375,2499.436542538699,2447.894489542845,2455.19039658792,3105968
2020-10-30,2508.709228515625,2517.6525974848064,2467.9933645243527,2481.643769793103,3427003
2020-11-02,2451.989990234375,2508.7097903467065,2447.706540275328,2504.1438721792742,2571196
2020-11-03,2479.29052734375,2508.850626657864,2448.6476716588777,2451.4247774172895,2879269
2020-11-04,2497.694580078125,2562.369442712444,2457.072948741095,2457.072948741095,4893928
2020-11-05,2528.337890625,2551.214137157818,2510.73361763834,2527.6789513906797,2816502
2020-11-06,2548.813232421875,2554.2734409089862,2524.195522649829,2540.858386441852,3884421
2020-11-09,2566.840576171875,2583.2209670461207,2537.1862538460905,2571.0769079327015,3646592
2020-11-10,2494.352783203125,2554.179031071435,2483.7619514637026,2539.1636311502493,4760020
2020-11-11,2530.314453125,2535.021489376131,2488.515833313506,2511.627427273709,3242441
2020-11-12,2514.5458984375,2554.0378868804614,2505.7907649849126,2528.6198909550017,2437505
2020-11-13,2501.177978515625,2508.7561231138047,2481.5495451487154,2500.1423385920716,2548093
2020-11-14,2513.886962890625,2531.4441163149218,2504.1904221677864,2521.0415201487076,298819
2020-11-17,2509.838623046875,2537.092314558942,2494.776108377879,2537.092314558942,2827273
2020-11-18,2472.746826171875,2508.096708156335,2454.2953852200567,2505.08425145356,2893762
2020-11-19,2482.396728515625,2519.3469637170583,2476.7013984232462,2482.490961176556,4167501
2020-11-20,2504.379150390625,2519.2063176187626,2473.595172969843,2499.436761314579,2711471
2020-11-23,2564.628662109375,2570.041753715185,2508.850283388633,2532.385464283461,3706418
2020-11-24,2562.557373046875,2582.2798068293005,2546.5063352071666,2574.183613422631,3120516
2020-11-25,2543.02392578125,2572.819378879366,2530.691396566524,2569.1008655138835,3302249
2020-11-26,2561.193359375,2570.936789185783,2522.9721225983253,2528.6205676489185,2341099
2020-11-27,2522.641845703125,2558.4624375352596,2512.6630667538857,2546.5066114265815,6086808
2020-12-01,2567.029052734375,2575.5957198650567,2470.6759393674056,2522.0297451699453,3605017
2020-12-02,2588.44677734375,2593.294933546979,2544.106396617508,2559.686735143188,2509032
2020-12-03,2550.696044921875,2611.3697013879805,2542.5529634497034,2611.3697013879805,2852548
2020-12-04,2567.735107421875,2578.373054140405,2540.857887432426,2551.9665377240267,2686527
2020-12-07,2577.291015625,2583.2219282641936,2547.589565927253,2555.921113424667,1996400
2020-12-08,2633.39794921875,2641.164557270023,2572.3476109662815,2579.4552800591323,4277818
2020-12-09,2646.107421875,2673.59646633638,2629.491446779597,2650.0612861749682,3659996
2020-12-10,2621.160400390625,2661.6409144301356,2617.3476548453314,2652.885780542809,2127801
2020-12-11,2620.501708984375,2643.1894892359787,2602.5678521949712,2629.068378352321,1795408
2020-12-14,2633.77490234375,2639.705813726904,2594.753619502418,2637.822999309125,2483658
2020-12-15,2599.74365234375,2630.9512157303166,2593.5773879044414,2622.7610173146186,2365509
2020-12-16,2649.30810546875,2654.580077741346,2598.7074682931125,2616.1706178808763,2565149
2020-12-17,2671.90234375,2686.4941579423107,2640.6476651245944,2646.2961093280696,2863460
2020-12-18,2693.366455078125,2728.198527373788,2679.4335801927036,2699.956306593521,6076692
2020-12-21,2654.909423828125,2717.371883498477,2621.8190526739163,2693.3659998923067,2705195
2020-12-22,2704.192138671875,2714.688736849396,2653.4972698298407,2667.9479620526004,2881737
2020-12-23,2738.318359375,2747.9677837612808,2697.5553791711704,2707.5343880317732,2790988
2020-12-24,2738.883056640625,2750.17994274112,2714.265121111854,2738.553472195066,1807144
2020-12-28,2757.7587890625,2776.869405550665,2731.9643178305337,2739.495577149157,2108994
2020-12-29,2758.7939453125,2779.034201181539,2748.9091691904114,2748.9091691904114,1994151
2020-12-30,2738.836181640625,2774.9861284131803,2731.9638626901387,2762.4653659147475,2637968
2020-12-31,2695.013916015625,2734.7883769191826,2678.303935399337,2730.0813401258624,4040956
2021-01-01,2756.676025390625,2767.7375615635406,2710.3117141977664,2711.2531215316317,2681440
2021-01-04,2861.3603515625,2871.9982999436043,2768.6317331754,2777.151515146647,5113293
2021-01-05,2911.77294921875,2931.7778555139,2861.5018883925445,2861.5018883925445,5801309
2021-01-06,2872.7041015625,2931.0713485875285,2859.241932491191,2918.3623512514337,3726716
2021-01-07,2855.100341796875,2900.3350122742595,2824.457485677628,2894.827687178971,3717827
2021-01-08,2938.037841796875,2944.7219253135713,2880.7062312850157,2908.94844923879,5879039
2021-01-11,2990.332763671875,3040.745163668259,2962.1847811808807,3040.745163668259,9508039
2021-01-12,2988.8271484375,3021.9175240957024,2965.4330843929793,2990.3332622614416,3611458
2021-01-13,2973.85888671875,2990.8513364070755,2943.0749104320494,2988.968521590326,3572801
2021-01-14,3066.056396484375,3080.9589840814783,2943.157542645934,2975.792314335547,6931542
2021-01-15,3049.691650390625,3088.0325859598324,3027.6678683356936,3051.2478361576227,4131692
2021-01-18,3038.751220703125,3071.763183991589,3006.3522446236025,3065.396591071671,4160906
2021-01-19,3075.48828125,3092.7488653454407,3048.418521743356,3049.3617205434,2975735
2021-01-20,3120.856201171875,3138.918365883972,3081.524857699065,3084.2600420797257,3453446
2021-01-21,3087.89111328125,3121.185842711021,3076.8085287099434,3117.2716602695514,2778546
2021-01-22,3115.47998046875,3136.135941629172,3057.756030948673,3057.756030948673,3052459
2021-01-25,3104.349609375,3150.0947416391623,3092.418008878324,3120.9969726155027,2272887
2021-01-27,3075.818359375,3118.639490928292,3043.702395573464,3112.5559049868084,2786662
2021-01-28,3014.982177734375,3088.976077724787,3002.9563930043014,3046.5321316186446,3083938
2021-01-29,2934.621337890625,3034.1287997415693,2923.9159406438594,3027.7150025913397,5445659
2021-02-01,2961.031005859375,2985.2239610171355,2871.191327411703,2923.9160439662305,3985846
2021-02-02,3021.489501953125,3040.8722791917985,2971.075582957247,2993.712349303588,2881837
2021-02-03,3018.283447265625,3052.1913989840095,2983.0076730318947,3030.4978259998834,2505866
2021-02-04,3007.341796875,3053.935950011889,2995.599019318002,3033.3741726533826,2057261
2021-02-05,2978.573974609375,3023.753325740444,2951.268421177548,3017.245117232667,2366135
2021-02-08,3031.534912109375,3042.7588840796557,2975.9331667574406,3008.3321329113646,2526592
2021-02-09,2996.4482421875,3061.4347791152936,2984.281069506421,3013.520232956073,2658751
2021-02-10,3030.779541015625,3036.5329132365264,2977.96042928693,3004.086979569549,2127983
2021-02-11,3023.895263671875,3036.439853396757,3004.135295448921,3032.3840526216713,1165882
2021-02-12,3009.558837890625,3061.1517672382233,3001.2586422283243,3003.333633575612,2777404
2021-02-15,2961.502685546875,3026.724786961584,2953.6740898718745,3026.724786961584,2630853
2021-02-16,2932.216552734375,2987.723665412643,2923.9163570211044,2971.07629826338,3435770
2021-02-17,2898.544189453125,2954.900315129574,2872.5590176681853,2928.726549648043,3678426
2021-02-18,2883.68896484375,2921.935492251113,2858.8355841687226,2890.9043436084244,4189909
2021-02-19,2897.365478515625,2911.796236697288,2844.8291183696183,2884.3020823382185,3725028
2021-02-22,2790.40625,2920.14328198385,2775.975263307663,2920.14328198385,5366696
2021-02-23,2810.9208984375,2856.005845219167,2799.4139196203723,2801.300317140332,3832829
2021-02-24,2780.644287109375,2832.7560172995845,2755.224896942887,2803.186644801861,3774549
2021-02-25,2825.163330078125,2857.797869451455,2799.8383509204837,2805.073150163884,4224073
2021-02-26,2729.900390625,2803.5171045764328,2716.412601445139,2791.8685070408374,5553153
2021-03-01,2758.101318359375,2796.583867549242,2736.9737616884777,2759.799121905255,3265871
2021-03-02,2835.585693359375,2853.1762581807225,2780.5499534270316,2791.868338583451,3306469
2021-03-03,2885.339599609375,2889.9611817136915,2826.6724488430123,2862.6084159598736,3509857
2021-03-04,2876.473388671875,2906.419951137877,2844.7348405612615,2851.290026290528,3916760
2021-03-05,2837.18896484375,2889.206282309214,2826.3893855197625,2844.7817606187095,3203686
2021-03-08,2836.151611328125,2860.7219863455975,2825.8236304290836,2844.687606600172,2003125
2021-03-09,2877.652099609375,2892.696073195629,2822.1449928913853,2836.1513557724666,1942397
2021-03-10,2896.5166015625,2917.502776983618,2886.1886197132576,2900.3366031432247,3053778
2021-03-12,2884.25439453125,2939.950323355898,2868.597434405834,2900.3359782866173,2938317
2021-03-15,2891.98828125,2922.972447218916,2868.2669286843247,2868.2669286843247,3097083
2021-03-16,2933.3955078125,2962.587464954413,2886.18836127364,2886.18836127364,4894756
2021-03-17,2936.13037109375,2975.7919228073442,2910.0510189349725,2928.6319874221244,3838390
2021-03-18,2864.02294921875,2967.727603729447,2817.381817984106,2948.3920297268173,3656306
2021-03-19,2876.94482421875,2922.972969961706,2834.3122861358265,2857.8922552384543,5776626
2021-03-22,2951.8818359375,2961.1252296172142,2847.186776102314,2875.5299442114206,2821646
2021-03-23,2964.096435546875,2988.9967900317665,2945.4682605379994,2961.6440267275943,3305973
2021-03-24,2943.81787109375,2973.245627642151,2934.4328588015114,2934.4800647962097,2207104
